label,required,canonical,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
HEHC OTR RPT: HEART TRBL AGE 2--RP,0,var_4662,,,,,,,,,,ER69377,ER75385,,
HEHC OTR RPT: HEART TRBL AGE 2--SP,0,var_4663,,,,,,,,,ER64428,ER70504,ER76512,,
HEHC OTR RPT: HEART TRBL AGE 2--WF,0,var_4664,,,,,,ER46199,ER51560,ER57306,,,,,
HEHC OTR RPT: HEART TRBL AGE 3--HD,0,var_4665,,,,,,ER45103,ER50443,ER56191,ER63313,,,,
HEHC OTR RPT: HEART TRBL AGE 3--RP,0,var_4666,,,,,,,,,,ER69378,ER75386,,
HEHC OTR RPT: HEART TRBL AGE 3--SP,0,var_4667,,,,,,,,,ER64429,ER70505,ER76513,,
HEHC OTR RPT: HEART TRBL AGE 3--WF,0,var_4668,,,,,,ER46200,ER51561,ER57307,,,,,
HEHC OTR RPT: HEART TRBL AGE 4--HD,0,var_4669,,,,,,ER45104,ER50444,ER56192,ER63314,,,,
HEHC OTR RPT: HEART TRBL AGE 4--RP,0,var_4670,,,,,,,,,,ER69379,ER75387,,
HEHC OTR RPT: HEART TRBL AGE 4--SP,0,var_4671,,,,,,,,,ER64430,ER70506,ER76514,,
HEHC OTR RPT: HEART TRBL AGE 4--WF,0,var_4672,,,,,,ER46201,ER51562,ER57308,,,,,
HEHC OTR RPT: HEART TRBL AGE 5--HD,0,var_4673,,,,,,ER45105,ER50445,ER56193,ER63315,,,,
HEHC OTR RPT: HEART TRBL AGE 5--RP,0,var_4674,,,,,,,,,,ER69380,ER75388,,
HEHC OTR RPT: HEART TRBL AGE 5--SP,0,var_4675,,,,,,,,,ER64431,ER70507,ER76515,,
HEHC OTR RPT: HEART TRBL AGE 5--WF,0,var_4676,,,,,,ER46202,ER51563,ER57309,,,,,
HEHC OTR RPT: HEART TRBL AGE 6--HD,0,var_4677,,,,,,ER45106,ER50446,ER56194,ER63316,,,,
HEHC OTR RPT: HEART TRBL AGE 6--RP,0,var_4678,,,,,,,,,,ER69381,ER75389,,
HEHC OTR RPT: HEART TRBL AGE 6--SP,0,var_4679,,,,,,,,,ER64432,ER70508,ER76516,,
HEHC OTR RPT: HEART TRBL AGE 6--WF,0,var_4680,,,,,,ER46203,ER51564,ER57310,,,,,
HEHC OTR RPT: HEART TRBL AGE 7--HD,0,var_4681,,,,,,ER45107,ER50447,ER56195,ER63317,,,,
HEHC OTR RPT: HEART TRBL AGE 7--RP,0,var_4682,,,,,,,,,,ER69382,ER75390,,
HEHC OTR RPT: HEART TRBL AGE 7--SP,0,var_4683,,,,,,,,,ER64433,ER70509,ER76517,,
HEHC OTR RPT: HEART TRBL AGE 7--WF,0,var_4684,,,,,,ER46204,ER51565,ER57311,,,,,
HEHC OTR RPT: HEART TRBL AGE 8--HD,0,var_4685,,,,,,ER45108,ER50448,ER56196,ER63318,,,,
HEHC OTR RPT: HEART TRBL AGE 8--RP,0,var_4686,,,,,,,,,,ER69383,ER75391,,
HEHC OTR RPT: HEART TRBL AGE 8--SP,0,var_4687,,,,,,,,,ER64434,ER70510,ER76518,,
HEHC OTR RPT: HEART TRBL AGE 8--WF,0,var_4688,,,,,,ER46205,ER51566,ER57312,,,,,
HEHC OTR RPT: HEART TRBL AGE 9--HD,0,var_4689,,,,,,ER45109,ER50449,ER56197,ER63319,,,,
HEHC OTR RPT: HEART TRBL AGE 9--RP,0,var_4690,,,,,,,,,,ER69384,ER75392,,
HEHC OTR RPT: HEART TRBL AGE 9--SP,0,var_4691,,,,,,,,,ER64435,ER70511,ER76519,,
HEHC OTR RPT: HEART TRBL AGE 9--WF,0,var_4692,,,,,,ER46206,ER51567,ER57313,,,,,
HEHC OTR RPT: HEART TRBL B4 AGE 1--HD,0,var_4693,,,,,,ER45100,ER50440,ER56188,ER63310,,,,
HEHC OTR RPT: HEART TRBL B4 AGE 1--RP,0,var_4694,,,,,,,,,,ER69375,ER75383,,
HEHC OTR RPT: HEART TRBL B4 AGE 1--SP,0,var_4695,,,,,,,,,ER64426,ER70502,ER76510,,
HEHC OTR RPT: HEART TRBL B4 AGE 1--WF,0,var_4696,,,,,,ER46197,ER51558,ER57304,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE,0,var_4697,,,,,,,ER50546,ER56296,ER63420 | ER64536,,,,
HEHC OTR RPT: HGH BLOOD PR AGE +--RP,0,var_4698,,,,,,,,,,ER69487,,,
HEHC OTR RPT: HGH BLOOD PR AGE +--SP,0,var_4699,,,,,,,,,,ER70614,,,
HEHC OTR RPT: HGH BLOOD PR AGE --WF,0,var_4700,,,,,,,ER51664,ER57412,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 1--HD,0,var_4701,,,,,,ER45196,ER50536,ER56284,ER63406,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 1--RP,0,var_4702,,,,,,,,,,ER69471,ER75479,,
HEHC OTR RPT: HGH BLOOD PR AGE 1--SP,0,var_4703,,,,,,,,,ER64522,ER70598,ER76606,,
HEHC OTR RPT: HGH BLOOD PR AGE 1--WF,0,var_4704,,,,,,ER46293,ER51654,ER57400,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 10--HD,0,var_4705,,,,,,ER45205,ER50545,ER56293,ER63415,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 10--RP,0,var_4706,,,,,,,,,,ER69480,ER75488,,
HEHC OTR RPT: HGH BLOOD PR AGE 10--SP,0,var_4707,,,,,,,,,ER64531,ER70607,ER76615,,
HEHC OTR RPT: HGH BLOOD PR AGE 10--WF,0,var_4708,,,,,,ER46302,ER51663,ER57409,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 11--HD,0,var_4709,,,,,,ER45206,,ER56294,ER63416,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 11--RP,0,var_4710,,,,,,,,,,ER69481,ER75489,,
HEHC OTR RPT: HGH BLOOD PR AGE 11--SP,0,var_4711,,,,,,,,,ER64532,ER70608,ER76616,,
HEHC OTR RPT: HGH BLOOD PR AGE 11--WF,0,var_4712,,,,,,ER46303,,ER57410,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 12--HD,0,var_4713,,,,,,ER45207,ER50547,ER56295,ER63417,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 12--RP,0,var_4714,,,,,,,,,,ER69482,ER75490,,
HEHC OTR RPT: HGH BLOOD PR AGE 12--SP,0,var_4715,,,,,,,,,ER64533,ER70609,ER76617,,
HEHC OTR RPT: HGH BLOOD PR AGE 12--WF,0,var_4716,,,,,,ER46304,ER51665,ER57411,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 13--HD,0,var_4717,,,,,,ER45208,ER50548,,ER63418,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 13--RP,0,var_4718,,,,,,,,,,ER69483,ER75491,,
HEHC OTR RPT: HGH BLOOD PR AGE 13--SP,0,var_4719,,,,,,,,,ER64534,ER70610,ER76618,,
HEHC OTR RPT: HGH BLOOD PR AGE 13--WF,0,var_4720,,,,,,ER46305,ER51666,,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 14--HD,0,var_4721,,,,,,ER45209,ER50549,ER56297,ER63419,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 14--RP,0,var_4722,,,,,,,,,,ER69484,ER75492,,
HEHC OTR RPT: HGH BLOOD PR AGE 14--SP,0,var_4723,,,,,,,,,ER64535,ER70611,ER76619,,
HEHC OTR RPT: HGH BLOOD PR AGE 14--WF,0,var_4724,,,,,,ER46306,ER51667,ER57413,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 15--HD,0,var_4725,,,,,,ER45210,ER50550,ER56298,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 15--RP,0,var_4726,,,,,,,,,,ER69485,ER75493,,
HEHC OTR RPT: HGH BLOOD PR AGE 15--SP,0,var_4727,,,,,,,,,,ER70612,ER76620,,
HEHC OTR RPT: HGH BLOOD PR AGE 15--WF,0,var_4728,,,,,,ER46307,ER51668,ER57414,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 16--HD,0,var_4729,,,,,,ER45211,ER50551,ER56299,ER63421,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 16--RP,0,var_4730,,,,,,,,,,ER69486,ER75494,,
HEHC OTR RPT: HGH BLOOD PR AGE 16--SP,0,var_4731,,,,,,,,,ER64537,ER70613,ER76621,,
HEHC OTR RPT: HGH BLOOD PR AGE 16--WF,0,var_4732,,,,,,ER46308,ER51669,ER57415,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 17+--HD,0,var_4733,,,,,,ER45212,ER50552,ER56300,ER63422,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 17+--RP,0,var_4734,,,,,,,,,,,ER75495,,
HEHC OTR RPT: HGH BLOOD PR AGE 17+--SP,0,var_4735,,,,,,,,,ER64538,,ER76622,,
HEHC OTR RPT: HGH BLOOD PR AGE 17+--WF,0,var_4736,,,,,,ER46309,ER51670,ER57416,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 2--HD,0,var_4737,,,,,,ER45197,ER50537,ER56285,ER63407,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 2--RP,0,var_4738,,,,,,,,,,ER69472,ER75480,,
HEHC OTR RPT: HGH BLOOD PR AGE 2--SP,0,var_4739,,,,,,,,,ER64523,ER70599,ER76607,,
HEHC OTR RPT: HGH BLOOD PR AGE 2--WF,0,var_4740,,,,,,ER46294,ER51655,ER57401,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 3--HD,0,var_4741,,,,,,ER45198,ER50538,ER56286,ER63408,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 3--RP,0,var_4742,,,,,,,,,,ER69473,ER75481,,
HEHC OTR RPT: HGH BLOOD PR AGE 3--SP,0,var_4743,,,,,,,,,ER64524,ER70600,ER76608,,
HEHC OTR RPT: HGH BLOOD PR AGE 3--WF,0,var_4744,,,,,,ER46295,ER51656,ER57402,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 4--HD,0,var_4745,,,,,,ER45199,ER50539,ER56287,ER63409,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 4--RP,0,var_4746,,,,,,,,,,ER69474,ER75482,,
HEHC OTR RPT: HGH BLOOD PR AGE 4--SP,0,var_4747,,,,,,,,,ER64525,ER70601,ER76609,,
HEHC OTR RPT: HGH BLOOD PR AGE 4--WF,0,var_4748,,,,,,ER46296,ER51657,ER57403,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 5--HD,0,var_4749,,,,,,ER45200,ER50540,ER56288,ER63410,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 5--RP,0,var_4750,,,,,,,,,,ER69475,ER75483,,
HEHC OTR RPT: HGH BLOOD PR AGE 5--SP,0,var_4751,,,,,,,,,ER64526,ER70602,ER76610,,
HEHC OTR RPT: HGH BLOOD PR AGE 5--WF,0,var_4752,,,,,,ER46297,ER51658,ER57404,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 6--HD,0,var_4753,,,,,,ER45201,ER50541,ER56289,ER63411,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 6--RP,0,var_4754,,,,,,,,,,ER69476,ER75484,,
HEHC OTR RPT: HGH BLOOD PR AGE 6--SP,0,var_4755,,,,,,,,,ER64527,ER70603,ER76611,,
HEHC OTR RPT: HGH BLOOD PR AGE 6--WF,0,var_4756,,,,,,ER46298,ER51659,ER57405,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 7--HD,0,var_4757,,,,,,ER45202,ER50542,ER56290,ER63412,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 7--RP,0,var_4758,,,,,,,,,,ER69477,ER75485,,
HEHC OTR RPT: HGH BLOOD PR AGE 7--SP,0,var_4759,,,,,,,,,ER64528,ER70604,ER76612,,
HEHC OTR RPT: HGH BLOOD PR AGE 7--WF,0,var_4760,,,,,,ER46299,ER51660,ER57406,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 8--HD,0,var_4761,,,,,,ER45203,ER50543,ER56291,ER63413,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 8--RP,0,var_4762,,,,,,,,,,ER69478,ER75486,,
HEHC OTR RPT: HGH BLOOD PR AGE 8--SP,0,var_4763,,,,,,,,,ER64529,ER70605,ER76613,,
HEHC OTR RPT: HGH BLOOD PR AGE 8--WF,0,var_4764,,,,,,ER46300,ER51661,ER57407,,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 9--HD,0,var_4765,,,,,,ER45204,ER50544,ER56292,ER63414,,,,
HEHC OTR RPT: HGH BLOOD PR AGE 9--RP,0,var_4766,,,,,,,,,,ER69479,ER75487,,
HEHC OTR RPT: HGH BLOOD PR AGE 9--SP,0,var_4767,,,,,,,,,ER64530,ER70606,ER76614,,
HEHC OTR RPT: HGH BLOOD PR AGE 9--WF,0,var_4768,,,,,,ER46301,ER51662,ER57408,,,,,
HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--HD,0,var_4769,,,,,,ER45195,ER50535,ER56283,ER63405,,,,
HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--RP,0,var_4770,,,,,,,,,,ER69470,ER75478,,
HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--SP,0,var_4771,,,,,,,,,ER64521,ER70597,ER76605,,
HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--WF,0,var_4772,,,,,,ER46292,ER51653,ER57399,,,,,
HEHC OTR RPT: MOVE AGE,0,var_4773,,,,,,,ER50322,ER56072,ER63196 | ER64312,,,,
HEHC OTR RPT: MOVE AGE --WF,0,var_4774,,,,,,,ER51440,ER57188,,,,,
HEHC OTR RPT: MOVE AGE 1--HD,0,var_4775,,,,,,ER44972,ER50312,ER56060,ER63182,,,,
HEHC OTR RPT: MOVE AGE 1--RP,0,var_4776,,,,,,,,,,ER69247,ER75255,,
HEHC OTR RPT: MOVE AGE 1--SP,0,var_4777,,,,,,,,,ER64298,ER70374,ER76382,,
HEHC OTR RPT: MOVE AGE 1--WF,0,var_4778,,,,,,ER46069,ER51430,ER57176,,,,,
HEHC OTR RPT: MOVE AGE 10--HD,0,var_4779,,,,,,ER44981,ER50321,ER56069,ER63191,,,,
HEHC OTR RPT: MOVE AGE 10--RP,0,var_4780,,,,,,,,,,ER69256,ER75264,,
HEHC OTR RPT: MOVE AGE 10--SP,0,var_4781,,,,,,,,,ER64307,ER70383,ER76391,,
HEHC OTR RPT: MOVE AGE 10--WF,0,var_4782,,,,,,ER46078,ER51439,ER57185,,,,,
HEHC OTR RPT: MOVE AGE 11--HD,0,var_4783,,,,,,ER44982,,ER56070,ER63192,,,,
HEHC OTR RPT: MOVE AGE 11--RP,0,var_4784,,,,,,,,,,ER69257,ER75265,,
HEHC OTR RPT: MOVE AGE 11--SP,0,var_4785,,,,,,,,,ER64308,ER70384,ER76392,,
HEHC OTR RPT: MOVE AGE 11--WF,0,var_4786,,,,,,ER46079,,ER57186,,,,,
HEHC OTR RPT: MOVE AGE 12--HD,0,var_4787,,,,,,ER44983,ER50323,ER56071,ER63193,,,,
HEHC OTR RPT: MOVE AGE 12--RP,0,var_4788,,,,,,,,,,ER69258,ER75266,,
HEHC OTR RPT: MOVE AGE 12--SP,0,var_4789,,,,,,,,,ER64309,ER70385,ER76393,,
HEHC OTR RPT: MOVE AGE 12--WF,0,var_4790,,,,,,ER46080,ER51441,ER57187,,,,,
HEHC OTR RPT: MOVE AGE 13--HD,0,var_4791,,,,,,ER44984,ER50324,,ER63194,,,,
HEHC OTR RPT: MOVE AGE 13--RP,0,var_4792,,,,,,,,,,ER69259,ER75267,,
HEHC OTR RPT: MOVE AGE 13--SP,0,var_4793,,,,,,,,,ER64310,ER70386,ER76394,,
HEHC OTR RPT: MOVE AGE 13--WF,0,var_4794,,,,,,ER46081,ER51442,,,,,,
HEHC OTR RPT: MOVE AGE 14--HD,0,var_4795,,,,,,ER44985,ER50325,ER56073,ER63195,,,,
HEHC OTR RPT: MOVE AGE 14--RP,0,var_4796,,,,,,,,,,ER69260,ER75268,,
HEHC OTR RPT: MOVE AGE 14--SP,0,var_4797,,,,,,,,,ER64311,ER70387,ER76395,,
HEHC OTR RPT: MOVE AGE 14--WF,0,var_4798,,,,,,ER46082,ER51443,ER57189,,,,,
HEHC OTR RPT: MOVE AGE 15--HD,0,var_4799,,,,,,ER44986,ER50326,ER56074,,,,,
HEHC OTR RPT: MOVE AGE 15--RP,0,var_4800,,,,,,,,,,ER69261,ER75269,,
HEHC OTR RPT: MOVE AGE 15--SP,0,var_4801,,,,,,,,,,ER70388,ER76396,,
HEHC OTR RPT: MOVE AGE 15--WF,0,var_4802,,,,,,ER46083,ER51444,ER57190,,,,,
HEHC OTR RPT: MOVE AGE 16--HD,0,var_4803,,,,,,ER44987,ER50327,ER56075,ER63197,,,,
HEHC OTR RPT: MOVE AGE 16--RP,0,var_4804,,,,,,,,,,ER69262,ER75270,,
HEHC OTR RPT: MOVE AGE 16--SP,0,var_4805,,,,,,,,,ER64313,ER70389,ER76397,,
HEHC OTR RPT: MOVE AGE 16--WF,0,var_4806,,,,,,ER46084,ER51445,ER57191,,,,,
HEHC OTR RPT: MOVE AGE 2--HD,0,var_4807,,,,,,ER44973,ER50313,ER56061,ER63183,,,,
HEHC OTR RPT: MOVE AGE 2--RP,0,var_4808,,,,,,,,,,ER69248,ER75256,,
HEHC OTR RPT: MOVE AGE 2--SP,0,var_4809,,,,,,,,,ER64299,ER70375,ER76383,,
HEHC OTR RPT: MOVE AGE 2--WF,0,var_4810,,,,,,ER46070,ER51431,ER57177,,,,,
HEHC OTR RPT: MOVE AGE 3--HD,0,var_4811,,,,,,ER44974,ER50314,ER56062,ER63184,,,,
HEHC OTR RPT: MOVE AGE 3--RP,0,var_4812,,,,,,,,,,ER69249,ER75257,,
HEHC OTR RPT: MOVE AGE 3--SP,0,var_4813,,,,,,,,,ER64300,ER70376,ER76384,,
HEHC OTR RPT: MOVE AGE 3--WF,0,var_4814,,,,,,ER46071,ER51432,ER57178,,,,,
HEHC OTR RPT: MOVE AGE 4--HD,0,var_4815,,,,,,ER44975,ER50315,ER56063,ER63185,,,,
HEHC OTR RPT: MOVE AGE 4--RP,0,var_4816,,,,,,,,,,ER69250,ER75258,,
HEHC OTR RPT: MOVE AGE 4--SP,0,var_4817,,,,,,,,,ER64301,ER70377,ER76385,,
HEHC OTR RPT: MOVE AGE 4--WF,0,var_4818,,,,,,ER46072,ER51433,ER57179,,,,,
HEHC OTR RPT: MOVE AGE 5--HD,0,var_4819,,,,,,ER44976,ER50316,ER56064,ER63186,,,,
HEHC OTR RPT: MOVE AGE 5--RP,0,var_4820,,,,,,,,,,ER69251,ER75259,,
HEHC OTR RPT: MOVE AGE 5--SP,0,var_4821,,,,,,,,,ER64302,ER70378,ER76386,,
HEHC OTR RPT: MOVE AGE 5--WF,0,var_4822,,,,,,ER46073,ER51434,ER57180,,,,,
HEHC OTR RPT: MOVE AGE 6--HD,0,var_4823,,,,,,ER44977,ER50317,ER56065,ER63187,,,,
HEHC OTR RPT: MOVE AGE 6--RP,0,var_4824,,,,,,,,,,ER69252,ER75260,,
HEHC OTR RPT: MOVE AGE 6--SP,0,var_4825,,,,,,,,,ER64303,ER70379,ER76387,,
HEHC OTR RPT: MOVE AGE 6--WF,0,var_4826,,,,,,ER46074,ER51435,ER57181,,,,,
HEHC OTR RPT: MOVE AGE 7--HD,0,var_4827,,,,,,ER44978,ER50318,ER56066,ER63188,,,,
HEHC OTR RPT: MOVE AGE 7--RP,0,var_4828,,,,,,,,,,ER69253,ER75261,,
HEHC OTR RPT: MOVE AGE 7--SP,0,var_4829,,,,,,,,,ER64304,ER70380,ER76388,,
HEHC OTR RPT: MOVE AGE 7--WF,0,var_4830,,,,,,ER46075,ER51436,ER57182,,,,,
HEHC OTR RPT: MOVE AGE 8--HD,0,var_4831,,,,,,ER44979,ER50319,ER56067,ER63189,,,,
HEHC OTR RPT: MOVE AGE 8--RP,0,var_4832,,,,,,,,,,ER69254,ER75262,,
HEHC OTR RPT: MOVE AGE 8--SP,0,var_4833,,,,,,,,,ER64305,ER70381,ER76389,,
HEHC OTR RPT: MOVE AGE 8--WF,0,var_4834,,,,,,ER46076,ER51437,ER57183,,,,,
HEHC OTR RPT: MOVE AGE 9--HD,0,var_4835,,,,,,ER44980,ER50320,ER56068,ER63190,,,,
HEHC OTR RPT: MOVE AGE 9--RP,0,var_4836,,,,,,,,,,ER69255,ER75263,,
HEHC OTR RPT: MOVE AGE 9--SP,0,var_4837,,,,,,,,,ER64306,ER70382,ER76390,,
HEHC OTR RPT: MOVE AGE 9--WF,0,var_4838,,,,,,ER46077,ER51438,ER57184,,,,,
HEHC OTR RPT: MOVE B4 AGE 1--HD,0,var_4839,,,,,,ER44971,ER50311,ER56059,ER63181,,,,
HEHC OTR RPT: MOVE B4 AGE 1--RP,0,var_4840,,,,,,,,,,ER69246,ER75254,,
HEHC OTR RPT: MOVE B4 AGE 1--SP,0,var_4841,,,,,,,,,ER64297,ER70373,ER76381,,
HEHC OTR RPT: MOVE B4 AGE 1--WF,0,var_4842,,,,,,ER46068,ER51429,ER57175,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE,0,var_4843,,,,,,,ER50603,ER56353,ER63477 | ER64593,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE +--RP,0,var_4844,,,,,,,,,,ER69544,,,
HEHC OTR RPT: OTR PSYCH PROB AGE +--SP,0,var_4845,,,,,,,,,,ER70671,,,
HEHC OTR RPT: OTR PSYCH PROB AGE --WF,0,var_4846,,,,,,,ER51721,ER57469,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 1--HD,0,var_4847,,,,,,ER45253,ER50593,ER56341,ER63463,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 1--RP,0,var_4848,,,,,,,,,,ER69528,ER75536,,
HEHC OTR RPT: OTR PSYCH PROB AGE 1--SP,0,var_4849,,,,,,,,,ER64579,ER70655,ER76663,,
HEHC OTR RPT: OTR PSYCH PROB AGE 1--WF,0,var_4850,,,,,,ER46350,ER51711,ER57457,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 10--HD,0,var_4851,,,,,,ER45262,ER50602,ER56350,ER63472,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 10--RP,0,var_4852,,,,,,,,,,ER69537,ER75545,,
HEHC OTR RPT: OTR PSYCH PROB AGE 10--SP,0,var_4853,,,,,,,,,ER64588,ER70664,ER76672,,
HEHC OTR RPT: OTR PSYCH PROB AGE 10--WF,0,var_4854,,,,,,ER46359,ER51720,ER57466,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 11--HD,0,var_4855,,,,,,ER45263,,ER56351,ER63473,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 11--RP,0,var_4856,,,,,,,,,,ER69538,ER75546,,
HEHC OTR RPT: OTR PSYCH PROB AGE 11--SP,0,var_4857,,,,,,,,,ER64589,ER70665,ER76673,,
HEHC OTR RPT: OTR PSYCH PROB AGE 11--WF,0,var_4858,,,,,,ER46360,,ER57467,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 12--HD,0,var_4859,,,,,,ER45264,ER50604,ER56352,ER63474,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 12--RP,0,var_4860,,,,,,,,,,ER69539,ER75547,,
HEHC OTR RPT: OTR PSYCH PROB AGE 12--SP,0,var_4861,,,,,,,,,ER64590,ER70666,ER76674,,
HEHC OTR RPT: OTR PSYCH PROB AGE 12--WF,0,var_4862,,,,,,ER46361,ER51722,ER57468,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 13--HD,0,var_4863,,,,,,ER45265,ER50605,,ER63475,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 13--RP,0,var_4864,,,,,,,,,,ER69540,ER75548,,
HEHC OTR RPT: OTR PSYCH PROB AGE 13--SP,0,var_4865,,,,,,,,,ER64591,ER70667,ER76675,,
HEHC OTR RPT: OTR PSYCH PROB AGE 13--WF,0,var_4866,,,,,,ER46362,ER51723,,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 14--HD,0,var_4867,,,,,,ER45266,ER50606,ER56354,ER63476,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 14--RP,0,var_4868,,,,,,,,,,ER69541,ER75549,,
HEHC OTR RPT: OTR PSYCH PROB AGE 14--SP,0,var_4869,,,,,,,,,ER64592,ER70668,ER76676,,
HEHC OTR RPT: OTR PSYCH PROB AGE 14--WF,0,var_4870,,,,,,ER46363,ER51724,ER57470,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 15--HD,0,var_4871,,,,,,ER45267,ER50607,ER56355,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 15--RP,0,var_4872,,,,,,,,,,ER69542,ER75550,,
HEHC OTR RPT: OTR PSYCH PROB AGE 15--SP,0,var_4873,,,,,,,,,,ER70669,ER76677,,
HEHC OTR RPT: OTR PSYCH PROB AGE 15--WF,0,var_4874,,,,,,ER46364,ER51725,ER57471,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 16--HD,0,var_4875,,,,,,ER45268,ER50608,ER56356,ER63478,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 16--RP,0,var_4876,,,,,,,,,,ER69543,ER75551,,
HEHC OTR RPT: OTR PSYCH PROB AGE 16--SP,0,var_4877,,,,,,,,,ER64594,ER70670,ER76678,,
HEHC OTR RPT: OTR PSYCH PROB AGE 16--WF,0,var_4878,,,,,,ER46365,ER51726,ER57472,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 17+--HD,0,var_4879,,,,,,ER45269,ER50609,ER56357,ER63479,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 17+--RP,0,var_4880,,,,,,,,,,,ER75552,,
HEHC OTR RPT: OTR PSYCH PROB AGE 17+--SP,0,var_4881,,,,,,,,,ER64595,,ER76679,,
HEHC OTR RPT: OTR PSYCH PROB AGE 17+--WF,0,var_4882,,,,,,ER46366,ER51727,ER57473,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 2--HD,0,var_4883,,,,,,ER45254,ER50594,ER56342,ER63464,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 2--RP,0,var_4884,,,,,,,,,,ER69529,ER75537,,
HEHC OTR RPT: OTR PSYCH PROB AGE 2--SP,0,var_4885,,,,,,,,,ER64580,ER70656,ER76664,,
HEHC OTR RPT: OTR PSYCH PROB AGE 2--WF,0,var_4886,,,,,,ER46351,ER51712,ER57458,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 3--HD,0,var_4887,,,,,,ER45255,ER50595,ER56343,ER63465,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 3--RP,0,var_4888,,,,,,,,,,ER69530,ER75538,,
HEHC OTR RPT: OTR PSYCH PROB AGE 3--SP,0,var_4889,,,,,,,,,ER64581,ER70657,ER76665,,
HEHC OTR RPT: OTR PSYCH PROB AGE 3--WF,0,var_4890,,,,,,ER46352,ER51713,ER57459,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 4--HD,0,var_4891,,,,,,ER45256,ER50596,ER56344,ER63466,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 4--RP,0,var_4892,,,,,,,,,,ER69531,ER75539,,
HEHC OTR RPT: OTR PSYCH PROB AGE 4--SP,0,var_4893,,,,,,,,,ER64582,ER70658,ER76666,,
HEHC OTR RPT: OTR PSYCH PROB AGE 4--WF,0,var_4894,,,,,,ER46353,ER51714,ER57460,,,,,
HEHC OTR RPT: OTR PSYCH PROB AGE 5--HD,0,var_4895,,,,,,ER45257,ER50597,ER56345,ER63467,,,,
